cod;nome;período;de-jovens -UF.csv;mulheres-negras;homens-negros;mulheres-nao-negras;de-jovens-mulheres;de-mulheres-por-armas-de-fogo;de-jovens-homens;homicidios;de-jovens-por-armas-de-fogo;mulheres;por-armas-de-fogo;negros;de-homens-por-armas-de-fogo;homens-nao-negros;nao-negros;homens
31;MG;2012;48.12;5.33;51.4;3.09;8.42;2.1;86.47;22.98;38.9;4.48;16.26;28.28;29.62;25.42;13.7;40.32
31;MG;2013;50.17;4.73;53.15;3.13;7.2;1.98;91.63;22.91;42.14;4.13;16.84;28.68;29.23;26.16;14.2;41.85
31;MG;2014;50.2;4.44;54.15;2.96;6.67;1.64;92.23;22.78;41.48;3.87;16.29;29.13;25.64;25.29;13.5;41.89
31;MG;2015;46.8;4.56;51.85;2.9;6.61;1.95;85.58;21.72;38.81;3.96;15.4;27.95;34.2;23.61;12.69;39.65
31;MG;2016;49.78;3.94;51.27;2.67;5.97;1.6;92.03;22.01;40.55;3.56;15.82;27.2;24.66;25.52;13.55;40.68
31;MG;2017;44.21;4.09;46.94;2.73;5.241;1.38;81.76;20.36;36.17;3.66;14.52;25.13;104.49;23.61;12.76;37.26
31;MG;2018;32.64;3.73;36.86;2.4;5.57;1.28;58.98;16.03;26.15;3.27;10.63;19.87;21.02;18.04;9.9;28.63
31;MG;2019;27.27;3.16;30.53;2.03;4.19;1.12;49.67;13.67;21.89;2.75;8.87;16.62;16.57;16.16;8.89;24.49
31;MG;2020;26.31;2.55;27.57;2.41;3.56;0.91;48.41;12.88;20.03;2.49;7.99;15.06;15.8;16.13;9.17;23.59
31;MG;2021;23.71;2.54;27.36;1.9;3.16;0.79;43.66;12.03;63.4;2.29;7.44;14.87;14.3;13.97;7.77;22.07
50;MS;1980;;;;;5.006;;37.56;16.35;;2.71;8.61;;;;;
50;MS;1981;;;;;6.814;;38.68;17.98;;3.97;10.49;;;;;
50;MS;1982;;;;;5.685;;43.4;18.82;;3.14;10.69;;;;;
50;MS;1983;;;;;5.075;;46.1;20.49;;3.88;9.26;;;;;
50;MS;1984;;;;;8.99;;56.26;22.4;;4.45;11.66;;;;;
50;MS;1985;;;;;3.95;;40.21;16.26;;2.23;7.9;;;;;
50;MS;1986;;;;;6.851;;47.52;18.06;;3.7;8.53;;;;;
50;MS;1987;;;;;5.02;;40.7;19.18;;3.61;10.6;;;;;
50;MS;1988;;;;;4.91;;46.5;19.11;;3.16;10.31;;;;;
50;MS;1989;33.8;;;;8.41;2.37;59.4;21.76;19.11;4.64;11.55;;20.2;;;38.2
50;MS;1990;30.8;;;;7.46;1.86;54.4;20.0;14.21;4.65;9.31;;16.5;;;34.77
50;MS;1991;32.27;;;;9.21;2.72;55.3;21.79;20.48;5.33;12.24;;21.2;;;37.6
50;MS;1992;34.74;;;;10.67;3.23;59.1;23.41;20.54;6.47;13.0;;22.6;;;40.07
50;MS;1993;33.46;;;;5.17;1.96;61.8;24.7;21.0;4.26;13.89;;25.2;;;44.23
50;MS;1994;42.58;;;;8.71;2.03;76.6;27.74;25.22;5.15;15.04;;27.7;;;49.69
50;MS;1995;50.88;;;;6.42;2.32;95.7;33.25;37.4;5.38;21.49;;40.1;;;60.28
50;MS;1996;58.08;;;;11.548;5.1;108.9;37.45;40.83;8.24;24.28;;43.1;;;65.73
50;MS;1997;60.07;;;;8.34;3.88;115.26;37.11;41.67;7.26;25.2;;45.8;;;81.75
50;MS;1998;55.41;;;;13.67;4.12;97.74;33.57;37.12;7.35;20.95;;37.5;;;59.97
50;MS;1999;45.9;;;;8.372;3.56;83.18;28.18;29.41;6.25;17.32;;30.9;;;49.19
50;MS;2000;52.5;6.77;57.48;6.35;11.17;3.85;92.79;31.64;41.13;6.75;21.77;33.02;7.15;48.19;26.16;53.76
50;MS;2001;43.91;6.62;54.51;4.8;10.67;3.23;76.29;29.42;31.25;5.9;18.71;31.55;52.83;50.09;25.97;50.84
50;MS;2002;50.73;7.39;55.72;6.95;9.87;3.08;90.46;31.95;32.9;6.98;19.67;33.05;68.48;51.89;28.58;54.51
50;MS;2003;55.03;4.89;60.75;6.46;8.45;3.12;100.22;32.49;38.39;5.7;19.82;33.61;48.33;52.94;28.93;56.74
50;MS;2004;50.4;5.35;57.04;4.2;7.39;2.1;92.04;29.84;34.28;4.82;17.35;32.08;29.69;50.01;25.38;52.45
50;MS;2005;48.07;5.78;56.38;6.2;9.53;2.24;85.32;27.87;30.43;6.03;15.24;31.65;31.72;42.34;23.2;48.21
50;MS;2006;48.59;4.47;60.96;4.75;6.28;1.44;89.4;29.72;33.16;4.67;16.1;33.36;25.08;45.71;24.71;53.07
50;MS;2007;51.86;5.1;56.78;6.31;8.7;2.42;93.44;30.46;33.86;5.6;17.7;32.11;35.73;49.32;26.76;53.47
50;MS;2008;52.08;3.79;55.5;6.1;8.31;1.81;94.21;29.92;34.57;4.94;16.78;30.32;31.77;50.43;26.78;52.55
50;MS;2009;52.98;4.28;62.25;6.46;7.94;2.27;96.3;30.71;36.52;5.27;18.17;33.66;39.03;47.06;26.22;53.53
50;MS;2010;43.41;6.6;56.28;5.05;7.58;1.68;77.85;26.79;27.65;6.07;14.04;31.89;23.91;39.81;21.68;46.34
50;MS;2011;45.43;7.05;63.38;5.54;9.97;2.76;79.51;27.16;28.71;6.15;14.85;35.85;45.8;35.13;19.46;46.99
50;MS;2012;42.97;7.38;61.62;4.99;7.24;1.01;77.29;27.26;25.84;6.0;13.45;35.43;13.84;33.27;18.55;47.25
50;MS;2013;39.14;5.95;53.58;5.56;6.64;1.85;70.34;24.35;21.86;5.77;12.29;29.47;25.94;34.59;19.38;42.74
50;MS;2014;47.65;6.34;55.95;6.41;11.79;1.52;82.04;26.72;30.49;6.45;13.63;31.45;16.87;39.04;21.83;46.79
50;MS;2015;39.21;5.43;52.45;3.22;6.98;1.42;70.09;23.91;25.4;4.35;11.92;28.63;22.34;37.1;19.19;43.32
50;MS;2016;40.61;6.28;51.22;5.61;7.88;1.85;71.93;25.02;23.56;5.92;12.15;28.57;34.41;37.68;21.03;43.95
50;MS;2017;40.64;4.41;53.33;4.51;7.557;1.54;72.29;24.29;23.35;4.46;12.05;28.45;22.43;37.44;20.12;43.91
50;MS;2018;35.22;5.37;43.83;4.31;8.22;1.52;61.69;20.81;17.54;4.77;8.84;24.89;30.05;30.8;16.93;36.82
50;MS;2019;28.09;3.44;37.96;5.74;5.66;1.0;50.04;17.67;14.41;4.36;7.77;20.48;63.0;24.11;14.89;30.98
50;MS;2020;26.77;5.1;36.59;5.08;7.98;1.76;45.01;17.47;13.61;5.01;7.36;21.01;30.44;23.25;14.0;30.13
50;MS;2021;32.91;5.51;44.38;3.81;4.8;2.44;60.39;19.4;50.83;4.61;9.61;25.16;16.9;22.57;13.04;34.37
51;MT;1980;;;;;0.614;;7.0;3.34;;0.73;1.93;;;;;
51;MT;1981;;;;;4.021;;17.91;6.38;;1.21;3.15;;;;;
51;MT;1982;;;;;1.069;;8.61;5.03;;0.65;1.85;;;;;
51;MT;1983;;;;;1.999;;19.5;10.4;;1.37;3.71;;;;;
51;MT;1984;;;;;2.82;;25.45;13.3;;2.14;4.66;;;;;
51;MT;1985;;;;;7.52;;34.16;17.51;;3.24;7.65;;;;;
51;MT;1986;;;;;6.277;;43.97;21.97;;4.48;10.59;;;;;
51;MT;1987;;;;;5.564;;47.1;22.39;;3.65;10.84;;;;;
51;MT;1988;;;;;3.409;;50.1;21.11;;3.37;10.52;;;;;
51;MT;1989;31.92;;;;5.43;0.89;57.3;25.27;14.54;3.45;11.11;;20.6;;;45.6
51;MT;1990;26.37;;;;5.56;1.71;46.4;21.39;11.23;4.17;9.28;;16.3;;;37.43
51;MT;1991;27.96;;;;8.62;2.65;46.6;22.3;15.93;5.01;11.2;;19.1;;;38.41
51;MT;1992;23.37;;;;5.6;1.1;40.3;17.19;11.36;3.51;7.65;;13.4;;;29.62
51;MT;1993;24.03;;;;6.21;1.05;41.2;16.46;12.32;2.97;7.86;;14.2;;;29.03
51;MT;1994;16.55;;;;1.2;0.64;31.3;14.06;8.2;1.85;6.45;;11.8;;;25.45
51;MT;1995;30.44;;;;9.58;2.24;50.5;25.2;15.93;5.91;13.92;;24.7;;;43.08
51;MT;1996;39.02;;;;11.098;3.51;67.77;29.52;29.27;8.04;19.1;;33.4;;;47.47
51;MT;1997;48.22;;;;10.22;3.25;91.31;33.48;27.56;7.95;19.1;;33.6;;;72.69
51;MT;1998;50.41;;;;12.26;4.08;89.58;35.68;36.47;8.25;23.03;;40.6;;;62.33
51;MT;1999;45.95;;;;9.049;3.04;82.45;34.6;30.58;6.18;20.04;;35.9;;;59.85
51;MT;2000;55.48;6.3;67.3;6.69;7.02;3.44;101.48;40.92;42.73;6.47;28.56;38.51;6.75;70.26;36.39;68.49
51;MT;2001;55.21;7.17;66.06;6.76;11.41;3.29;96.8;38.0;36.98;7.2;22.73;38.17;57.65;62.54;33.24;65.08
51;MT;2002;52.72;6.72;66.72;6.89;9.67;3.45;93.61;36.4;35.53;7.05;22.34;37.37;7.55;60.06;31.76;62.16
51;MT;2003;50.98;6.16;61.13;6.99;9.79;3.0;90.11;34.25;33.9;6.76;20.93;34.12;25.0;59.86;32.22;58.35
51;MT;2004;49.7;7.26;58.77;7.02;12.46;2.65;85.08;31.62;29.25;7.29;16.51;33.7;47.88;49.73;26.66;52.87
51;MT;2005;49.82;5.87;62.6;7.29;8.54;2.31;89.05;32.36;32.44;6.42;17.37;35.18;38.23;49.16;26.98;56.19
51;MT;2006;51.67;4.62;64.72;5.54;8.19;1.55;93.0;31.36;34.12;4.95;17.4;35.11;29.88;44.4;24.5;55.96
51;MT;2007;44.07;6.17;56.9;7.44;8.35;2.43;78.03;30.55;29.7;6.59;18.99;33.06;38.21;49.78;26.82;53.0
51;MT;2008;50.79;6.61;68.28;4.61;9.25;2.45;90.29;31.68;34.53;5.86;19.34;38.51;38.38;39.51;21.27;55.94
51;MT;2009;55.23;6.03;73.38;6.49;10.63;2.94;97.67;33.31;36.39;6.29;19.09;40.1;49.18;39.46;22.15;58.61
51;MT;2010;54.08;5.82;68.67;4.46;6.72;1.78;99.17;32.03;36.29;5.26;18.66;38.04;25.42;41.57;22.0;56.82
51;MT;2011;55.26;6.36;67.02;4.65;8.36;2.21;99.94;32.8;37.31;5.65;19.57;37.84;27.53;44.13;23.21;57.92
51;MT;2012;63.3;6.47;72.86;5.88;10.97;2.37;113.2;34.47;43.64;6.41;20.58;40.47;33.25;40.75;22.4;60.37
51;MT;2013;62.96;6.18;79.63;4.85;6.2;2.15;117.12;36.39;47.02;5.75;23.41;43.1;34.4;43.2;23.79;65.24
51;MT;2014;74.15;7.18;89.48;5.94;11.7;2.8;133.77;42.12;53.98;6.92;26.49;48.88;44.4;52.37;28.64;75.52
51;MT;2015;61.91;8.31;79.68;5.48;11.5;3.07;110.02;36.84;45.88;7.25;23.55;43.78;51.7;40.58;23.0;64.75
51;MT;2016;60.28;7.07;77.46;4.78;8.61;2.3;109.63;35.7;45.09;6.3;22.75;42.31;42.18;40.73;22.62;63.54
51;MT;2017;53.99;6.32;70.68;3.93;7.397;2.39;98.51;32.95;38.71;5.5;20.0;38.45;37.18;42.12;22.47;59.1
51;MT;2018;49.48;6.18;60.47;2.9;8.0;1.83;89.96;28.73;34.34;5.19;16.44;33.33;34.6;35.89;19.18;52.17
51;MT;2019;42.57;4.7;52.77;5.24;7.39;1.92;76.46;25.69;28.73;4.89;14.06;28.99;29.42;30.55;17.97;46.31
51;MT;2020;50.7;6.73;55.62;4.6;8.41;2.29;91.4;27.99;36.43;6.03;16.56;31.93;47.16;35.14;19.52;49.13
51;MT;2021;44.0;5.13;49.53;3.61;6.01;1.7;80.49;24.89;65.21;4.6;14.82;27.55;27.56;34.87;19.56;44.61
15;PA;1980;;;;;4.033;;30.13;8.93;;1.67;4.96;;;;;
15;PA;1981;;;;;5.094;;29.15;9.57;;2.7;4.85;;;;;
15;PA;1982;;;;;3.124;;29.12;9.87;;1.99;4.79;;;;;
15;PA;1983;;;;;6.373;;39.3;12.03;;2.87;6.29;;;;;
15;PA;1984;;;;;4.33;;38.03;13.18;;2.04;7.47;;;;;
15;PA;1985;;;;;2.78;;34.57;12.35;;1.68;6.45;;;;;
15;PA;1986;;;;;4.688;;37.7;13.69;;2.57;7.08;;;;;
15;PA;1987;;;;;3.56;;31.6;12.39;;2.03;7.06;;;;;
15;PA;1988;;;;;3.917;;37.0;13.0;;2.1;7.44;;;;;
15;PA;1989;22.99;;;;4.1;1.21;41.8;14.27;12.52;2.21;7.63;;13.9;;;26.1
15;PA;1990;27.72;;;;5.76;1.47;49.6;15.59;17.84;3.29;9.57;;17.4;;;27.58
15;PA;1991;27.13;;;;5.14;1.71;49.1;16.36;16.56;2.94;9.92;;17.9;;;29.45
15;PA;1992;24.25;;;;3.72;1.24;44.5;15.02;15.18;2.24;9.26;;17.0;;;27.44
15;PA;1993;21.69;;;;3.13;0.77;40.3;11.95;12.64;1.78;7.0;;13.1;;;21.97
15;PA;1994;26.47;;;;4.23;1.36;48.8;13.43;15.86;2.23;7.75;;14.0;;;24.46
15;PA;1995;22.97;;;;3.0;0.92;43.0;12.85;13.09;2.18;7.1;;13.1;;;23.35
15;PA;1996;38.91;;;;8.402;1.14;70.12;12.7;10.77;2.87;6.33;;11.3;;;41.98
15;PA;1997;47.25;;;;6.32;1.29;92.12;13.34;12.73;2.73;7.2;;12.9;;;57.05
15;PA;1998;46.16;;;;5.98;1.01;85.32;13.42;14.18;2.36;7.56;;13.9;;;46.13
15;PA;1999;22.0;;;;2.289;0.62;40.78;10.91;10.13;1.34;5.84;;10.8;;;25.04
15;PA;2000;21.94;3.76;44.37;1.27;3.23;0.76;39.76;13.42;12.96;2.0;7.68;23.36;13.37;20.02;9.61;22.74
15;PA;2001;26.4;4.46;47.23;3.11;4.83;1.42;46.97;15.23;14.81;3.0;8.56;25.06;24.32;19.07;10.14;26.07
15;PA;2002;31.72;3.75;62.56;1.48;3.18;1.0;58.99;18.47;18.72;2.21;10.75;32.32;11.94;22.94;11.17;32.93
15;PA;2003;36.8;4.41;68.95;2.53;4.73;1.34;67.49;21.37;22.96;2.76;13.25;35.88;22.89;27.89;14.05;37.86
15;PA;2004;39.26;2.83;46.43;1.81;4.25;1.22;72.82;22.69;26.09;2.7;14.15;24.74;21.83;21.91;11.02;40.43
15;PA;2005;51.53;3.62;61.45;2.95;5.54;1.6;95.56;27.63;33.72;3.62;17.14;31.82;25.81;21.96;11.42;50.05
15;PA;2006;55.57;4.21;63.59;2.44;5.26;1.98;103.88;29.15;36.16;3.91;18.21;33.64;32.15;19.2;10.1;52.83
15;PA;2007;58.37;4.01;66.49;2.85;6.22;1.59;108.49;30.27;39.7;3.95;19.53;35.14;29.25;20.96;11.21;55.16
15;PA;2008;74.57;4.77;84.13;3.14;7.63;2.39;138.93;39.06;52.9;4.55;26.35;44.46;37.47;26.76;13.73;71.19
15;PA;2009;77.4;5.11;89.04;2.62;7.54;2.22;144.6;40.22;55.99;4.76;27.33;46.42;37.04;24.93;13.03;73.1
15;PA;2010;86.38;6.57;102.23;3.35;10.47;3.27;159.34;46.44;65.58;6.0;32.97;53.94;50.25;30.71;15.99;84.47
15;PA;2011;77.87;5.08;87.86;2.95;7.14;2.72;145.93;39.97;57.23;4.77;27.01;46.31;45.61;27.87;14.47;73.01
15;PA;2012;79.22;6.46;87.69;3.15;10.24;3.01;145.51;41.37;57.69;5.87;27.33;47.11;50.33;30.69;15.73;74.83
15;PA;2013;78.26;5.98;89.18;4.13;8.32;3.03;145.45;42.72;54.93;5.78;27.86;47.84;51.8;31.64;17.19;77.92
15;PA;2014;79.52;6.62;87.27;2.75;10.33;3.26;146.07;42.68;58.12;6.15;28.44;47.64;52.9;28.14;14.88;77.74
15;PA;2015;84.23;7.18;95.58;2.41;9.67;3.51;155.95;44.95;63.61;6.37;30.94;51.48;57.6;26.91;14.07;81.93
15;PA;2016;97.99;8.27;105.91;1.7;11.38;4.29;181.27;50.85;76.8;7.09;36.7;57.7;87.24;34.51;16.87;93.41
15;PA;2017;105.3;8.58;114.1;2.42;11.308;4.82;195.62;54.68;83.3;7.42;40.18;61.72;87.51;41.12;20.39;100.3
15;PA;2018;103.19;8.28;111.13;3.76;12.33;4.65;191.18;53.19;85.52;7.62;40.39;60.03;82.94;35.07;18.59;97.66
15;PA;2019;75.98;5.87;84.4;2.4;9.23;3.15;140.53;39.58;57.65;5.41;27.22;44.84;55.69;25.47;13.34;72.92
15;PA;2020;60.74;4.65;67.67;2.85;7.1;2.28;113.0;32.32;45.99;4.45;21.7;35.95;43.43;23.17;12.71;59.79
15;PA;2021;60.82;5.25;65.97;2.12;7.67;2.28;108.83;32.43;56.21;4.74;22.09;36.28;41.68;20.52;10.98;59.74
25;PB;1980;;;;;3.477;;31.8;10.9;;2.3;4.58;;;;;
25;PB;1981;;;;;3.408;;33.44;12.2;;2.96;4.74;;;;;
25;PB;1982;;;;;4.115;;28.62;11.53;;2.58;3.93;;;;;
25;PB;1983;;;;;4.037;;38.3;12.48;;2.74;4.16;;;;;
25;PB;1984;;;;;2.48;;36.84;13.19;;2.25;5.02;;;;;
25;PB;1985;;;;;5.11;;42.67;12.81;;2.48;4.72;;;;;
25;PB;1986;;;;;6.928;;46.69;15.8;;3.79;6.49;;;;;
25;PB;1987;;;;;4.931;;38.0;12.38;;3.62;4.89;;;;;
25;PB;1988;;;;;5.774;;38.8;13.03;;3.01;5.06;;;;;
25;PB;1989;22.77;;;;5.46;1.3;41.5;14.77;12.04;3.22;7.11;;13.3;;;27.1
25;PB;1990;21.46;;;;2.91;1.1;41.4;13.93;11.02;2.51;7.09;;13.5;;;26.15
25;PB;1991;20.83;;;;2.86;1.32;40.1;12.53;8.99;2.42;5.62;;10.2;;;23.34
25;PB;1992;18.63;;;;3.28;1.44;35.0;11.02;11.4;2.16;6.77;;12.4;;;20.5
25;PB;1993;18.67;;;;2.15;0.76;36.2;11.15;10.45;1.54;6.26;;12.1;;;21.31
25;PB;1994;22.44;;;;1.91;0.93;44.0;11.64;10.78;1.64;5.68;;10.7;;;22.16
25;PB;1995;25.6;;;;7.79;1.67;44.7;13.68;14.27;3.82;7.16;;13.0;;;24.24
25;PB;1996;32.11;;;;9.117;2.4;55.22;19.24;16.15;6.21;8.32;;14.6;;;32.59
25;PB;1997;29.13;;;;4.49;1.56;59.13;14.77;17.96;2.44;9.81;;18.5;;;35.01
25;PB;1998;27.07;;;;5.18;1.38;51.24;13.57;17.73;2.37;8.68;;16.4;;;25.79
25;PB;1999;21.67;;;;2.72;1.09;41.6;11.94;14.72;1.95;7.58;;14.5;;;22.37
25;PB;2000;30.25;3.23;35.31;0.888;4.06;1.76;56.65;14.92;23.12;2.43;10.95;19.3;31.52;7.73;4.04;27.35
25;PB;2001;28.76;2.82;26.61;1.3;4.78;1.25;52.84;13.95;21.07;2.45;9.98;14.83;23.93;8.13;4.41;25.67
25;PB;2002;31.58;2.4;36.11;0.998;4.31;1.35;58.68;17.37;22.26;2.48;12.16;19.61;22.76;7.08;3.86;31.9
25;PB;2003;32.72;2.19;40.82;0.56;2.7;1.18;62.72;17.51;25.09;1.87;13.04;21.38;21.77;7.39;3.7;33.2
25;PB;2004;33.35;4.25;44.1;0.68;3.24;2.17;63.4;19.06;24.49;3.18;13.23;24.28;32.03;6.25;3.28;34.7
25;PB;2005;38.06;3.86;48.5;1.0;4.73;1.89;71.3;20.72;29.28;3.26;15.1;26.16;30.24;7.07;3.82;38.42
25;PB;2006;43.01;4.3;56.25;1.22;4.51;2.03;81.38;22.77;35.03;3.23;17.33;30.45;32.83;5.91;3.41;42.47
25;PB;2007;43.17;4.6;60.97;1.11;5.44;2.17;80.79;23.67;34.84;3.56;18.02;32.29;33.86;5.05;2.96;43.8
25;PB;2008;52.55;6.54;72.54;1.03;5.63;2.51;99.36;27.49;41.87;4.46;20.04;39.73;45.27;6.72;3.58;51.58
25;PB;2009;66.73;6.92;90.86;1.38;9.4;3.41;124.0;33.5;57.14;4.99;27.03;48.24;51.63;6.28;3.71;63.19
25;PB;2010;78.9;8.06;103.67;1.05;9.83;3.99;148.06;38.63;69.34;6.01;32.07;55.25;57.21;7.52;4.0;71.93
25;PB;2011;87.35;9.62;111.21;2.24;12.96;5.43;162.06;42.57;78.28;7.03;36.37;59.89;54.39;10.44;5.83;78.74
25;PB;2012;87.0;9.17;96.05;1.09;11.35;4.45;163.2;39.97;74.06;6.85;32.08;51.36;60.17;13.28;6.64;73.58
25;PB;2013;87.32;8.67;99.06;1.61;12.45;4.18;162.98;39.62;75.29;6.28;32.14;52.06;61.79;12.87;6.95;74.95
25;PB;2014;86.01;8.15;103.5;1.69;11.21;4.01;161.83;39.33;75.13;5.8;31.77;54.39;59.44;10.5;5.85;74.9
25;PB;2015;82.85;7.0;101.94;1.77;11.32;3.59;155.55;38.32;73.75;5.46;31.82;52.71;61.8;11.12;6.12;73.01
25;PB;2016;70.47;6.66;89.28;1.92;9.0;3.03;133.02;33.88;60.19;5.24;26.5;46.52;52.2;10.55;5.83;64.41
25;PB;2017;71.97;5.56;90.07;1.51;8.249;2.48;136.84;33.31;59.99;4.28;26.18;46.4;41.2;13.44;7.07;64.29
25;PB;2018;66.58;5.23;83.93;1.42;7.36;2.71;127.36;31.13;56.88;3.97;25.17;43.63;62.11;8.88;4.91;59.23
25;PB;2019;45.26;3.84;61.46;1.58;4.63;1.88;86.97;23.72;38.07;3.46;17.97;31.8;27.92;7.28;4.26;44.66
25;PB;2020;53.17;5.39;69.23;2.36;8.07;2.67;98.3;28.24;46.11;4.49;22.75;36.74;51.47;10.99;6.45;53.72
25;PB;2021;57.35;4.58;69.43;2.19;6.74;2.04;106.16;28.17;64.02;3.94;22.9;36.54;45.29;11.78;6.84;54.18
26;PE;1980;;;;;6.373;;57.41;18.25;;3.78;9.97;;;;;
26;PE;1981;;;;;7.84;;71.31;22.62;;4.01;12.19;;;;;
26;PE;1982;;;;;5.464;;73.85;23.91;;3.8;12.48;;;;;
26;PE;1983;;;;;9.853;;84.0;25.7;;4.71;15.07;;;;;
26;PE;1984;;;;;7.1;;94.1;28.58;;3.96;17.76;;;;;
26;PE;1985;;;;;8.13;;106.91;30.51;;4.84;19.87;;;;;
26;PE;1986;;;;;6.644;;108.75;30.57;;4.81;20.95;;;;;
26;PE;1987;;;;;6.636;;115.3;32.29;;4.0;21.88;;;;;
26;PE;1988;;;;;6.229;;113.2;32.82;;4.54;22.01;;;;;
26;PE;1989;67.91;;;;8.9;2.53;131.1;36.75;48.3;4.82;24.44;;47.8;;;70.9
26;PE;1990;69.38;;;;9.84;3.05;133.0;39.0;48.12;6.02;24.58;;47.5;;;74.26
26;PE;1991;70.54;;;;9.58;3.39;135.5;41.3;51.74;6.3;28.17;;54.5;;;78.6
26;PE;1992;53.48;;;;7.12;2.5;102.2;35.27;38.85;4.61;23.95;;46.7;;;67.84
26;PE;1993;68.39;;;;8.98;3.12;131.6;37.87;52.65;5.78;25.95;;50.3;;;72.17
26;PE;1994;66.01;;;;7.41;2.96;128.5;35.18;51.05;5.01;25.74;;50.1;;;67.38
26;PE;1995;64.93;;;;8.8;3.32;124.6;36.35;53.34;5.33;27.84;;54.0;;;69.47
26;PE;1996;72.13;;;;7.741;3.92;139.36;40.84;60.0;6.4;31.42;;60.7;;;76.17
26;PE;1997;102.98;;;;9.37;3.75;205.41;49.73;83.11;6.29;40.18;;79.0;;;118.94
26;PE;1998;120.21;;;;11.18;5.03;234.76;58.79;102.94;7.12;48.53;;95.0;;;113.9
26;PE;1999;107.82;;;;11.489;5.25;206.09;55.63;99.6;6.76;47.62;;92.9;;;103.87
26;PE;2000;105.19;7.57;119.91;4.65;13.06;5.06;196.95;56.17;93.27;7.39;47.35;61.98;9.83;36.39;19.43;100.3
26;PE;2001;115.33;7.63;136.22;3.5;10.7;4.57;219.39;58.81;102.64;6.92;49.31;69.82;6.6;35.99;18.6;109.92
26;PE;2002;107.57;6.8;133.69;4.58;9.42;4.23;205.14;54.37;94.23;6.37;45.01;69.31;85.19;31.67;17.3;101.59
26;PE;2003;108.94;6.79;128.27;3.36;10.9;4.28;206.49;55.34;94.65;6.3;46.14;66.15;87.42;35.65;18.46;103.61
26;PE;2004;101.84;7.32;124.74;3.4;11.64;4.3;191.61;50.66;86.91;6.28;40.17;63.59;78.46;27.87;14.63;94.24
26;PE;2005;106.48;8.11;123.91;2.27;10.93;4.43;201.62;51.46;91.29;6.34;41.71;64.62;79.3;28.65;14.68;96.92
26;PE;2006;106.16;9.04;135.78;2.26;11.14;4.39;200.85;52.6;90.33;6.9;42.25;70.03;80.53;24.91;12.74;98.72
26;PE;2007;109.33;8.71;140.53;2.05;11.28;4.23;207.07;53.04;93.6;6.39;43.67;73.81;70.53;16.8;8.77;100.18
26;PE;2008;106.23;8.66;136.69;2.59;10.95;3.62;201.09;50.9;87.46;6.51;39.49;70.81;9.86;25.3;13.28;96.45
26;PE;2009;92.63;8.67;114.94;2.41;11.77;4.02;173.54;44.98;78.74;6.57;35.38;60.74;77.76;23.37;11.76;84.46
26;PE;2010;80.59;6.67;98.92;1.67;9.69;3.26;151.63;39.48;65.71;5.29;30.12;51.85;46.4;16.28;8.2;73.91
26;PE;2011;79.0;7.43;97.01;1.21;9.49;3.04;148.59;39.15;63.02;5.55;28.66;51.29;46.82;14.32;7.1;72.78
26;PE;2012;74.84;5.97;96.27;1.25;7.82;2.45;142.12;37.25;59.71;4.56;27.71;49.76;37.52;11.57;5.93;70.07
26;PE;2013;70.94;7.56;86.86;1.58;9.93;2.91;132.31;33.92;56.33;5.37;24.97;46.3;48.35;13.91;7.17;64.2
26;PE;2014;78.51;6.59;87.85;2.05;9.4;2.87;148.09;36.19;64.98;4.97;27.41;46.36;47.53;25.64;12.78;69.23
26;PE;2015;89.78;6.44;103.29;2.04;8.6;2.64;171.24;41.16;76.37;4.81;32.8;52.81;38.59;27.66;13.87;79.65
26;PE;2016;105.39;7.22;117.06;2.44;10.95;3.0;200.54;47.26;88.31;5.79;36.93;60.4;11.63;35.7;17.84;91.29
26;PE;2017;133.04;7.62;144.9;3.15;11.384;3.85;255.41;57.2;115.77;6.32;47.27;73.18;56.72;42.09;21.26;111.3
26;PE;2018;95.42;5.68;110.65;2.75;8.92;2.78;182.98;44.12;83.23;4.86;35.48;56.0;68.09;37.06;18.21;85.45
26;PE;2019;79.24;4.75;88.66;2.71;8.54;2.56;151.3;36.35;67.24;4.11;28.39;45.25;50.85;33.71;16.99;70.36
26;PE;2020;86.94;5.27;94.89;2.57;8.53;2.67;165.2;39.36;75.79;4.45;32.01;48.53;63.75;36.96;18.54;77.07
26;PE;2021;74.24;5.9;81.83;2.73;9.33;3.04;135.41;35.54;92.43;4.86;28.95;43.44;56.98;35.6;18.16;68.71
22;PI;1980;;;;;1.0;;9.12;2.34;;0.64;0.28;;;;;
22;PI;1981;;;;;0.978;;8.92;3.4;;0.54;1.06;;;;;
22;PI;1982;;;;;1.277;;11.17;5.01;;1.24;1.26;;;;;
22;PI;1983;;;;;0.0;;13.0;5.54;;1.3;1.64;;;;;
22;PI;1984;;;;;1.23;;11.36;4.09;;0.77;1.57;;;;;
22;PI;1985;;;;;1.2;;7.2;3.25;;0.59;0.98;;;;;
22;PI;1986;;;;;0.59;;9.94;4.32;;0.9;1.09;;;;;
22;PI;1987;;;;;0.289;;10.4;3.39;;0.48;1.2;;;;;
22;PI;1988;;;;;1.137;;15.1;5.73;;1.59;1.54;;;;;
22;PI;1989;9.89;;;;2.24;0.54;18.2;5.68;4.36;1.33;2.4;;4.33;;;10.2
22;PI;1990;7.43;;;;0.55;0.07;14.9;4.29;2.29;0.39;1.3;;2.57;;;8.38
