cod;nome;período;de-jovens -UF.csv;mulheres-negras;homens-negros;mulheres-nao-negras;de-jovens-mulheres;de-mulheres-por-armas-de-fogo;de-jovens-homens;homicidios;de-jovens-por-armas-de-fogo;mulheres;por-armas-de-fogo;negros;de-homens-por-armas-de-fogo;homens-nao-negros;nao-negros;homens
14;RR;2009;39.14;8.25;43.68;19.0;13.76;1.82;63.73;28.0;9.78;10.95;6.41;26.31;32.52;57.51;36.02;40.5
14;RR;2010;38.26;6.2;60.39;3.29;10.47;0.89;65.17;26.86;8.83;4.87;6.43;34.11;61.0;22.95;11.98;46.43
14;RR;2011;28.11;6.22;41.43;1.56;5.86;0.0;49.64;20.64;7.21;4.33;5.43;24.54;10.35;27.65;13.12;34.78
14;RR;2012;49.51;4.42;55.91;17.9;7.19;1.27;90.46;30.67;12.02;7.19;6.82;30.81;21.54;67.22;41.21;51.2
14;RR;2013;54.23;8.54;75.07;36.1;12.73;2.07;94.37;43.85;21.55;14.87;14.34;42.31;31.85;94.43;63.92;71.05
14;RR;2014;38.3;5.95;49.46;25.8;6.96;1.62;68.62;31.79;15.05;9.69;9.46;27.75;21.3;85.77;56.54;52.17
14;RR;2015;51.85;5.96;82.36;26.9;10.96;2.76;91.41;40.15;20.2;11.45;11.27;44.89;42.97;61.79;43.72;67.11
14;RR;2016;60.73;6.09;84.42;21.9;12.1;2.7;107.69;39.67;25.09;9.64;14.0;46.17;47.18;56.07;38.3;67.92
14;RR;2017;64.76;9.49;100.14;16.6;17.155;1.49;110.63;47.45;28.49;10.05;17.79;54.85;22.36;79.74;47.37;82.55
14;RR;2018;142.46;15.01;157.83;32.34;24.48;3.2;258.3;71.8;78.86;18.84;31.39;87.52;69.04;93.85;63.83;132.45
14;RR;2019;61.96;9.64;73.78;19.4;14.72;2.04;107.98;38.63;28.79;11.24;13.7;41.99;34.61;68.68;43.65;72.88
14;RR;2020;57.49;6.99;69.19;27.0;11.7;2.29;99.69;37.54;31.56;11.4;16.16;38.5;44.28;73.91;51.69;60.95
14;RR;2021;71.71;5.56;83.25;10.4;13.79;2.22;128.05;39.52;11.38;6.36;16.08;44.57;28.95;77.63;42.95;70.32
43;RS;1980;;;;;1.94;;22.96;8.14;;1.5;2.92;;;;;
43;RS;1981;;;;;2.459;;25.56;8.43;;1.56;3.01;;;;;
43;RS;1982;;;;;2.535;;26.08;8.6;;1.73;3.19;;;;;
43;RS;1983;;;;;1.769;;25.0;8.15;;1.34;3.11;;;;;
43;RS;1984;;;;;3.11;;25.91;8.3;;1.63;3.12;;;;;
43;RS;1985;;;;;3.1;;23.97;8.11;;1.72;2.6;;;;;
43;RS;1986;;;;;2.587;;27.11;9.04;;1.6;3.63;;;;;
43;RS;1987;;;;;2.828;;29.2;9.51;;1.85;3.87;;;;;
43;RS;1988;;;;;3.732;;42.1;12.54;;2.38;5.82;;;;;
43;RS;1989;33.53;;;;5.13;0.9;62.3;17.56;18.6;3.15;8.96;;17.2;;;32.4
43;RS;1990;36.75;;;;4.95;1.77;69.0;18.92;22.86;3.43;11.08;;20.6;;;34.9
43;RS;1991;34.03;;;;5.59;1.85;62.8;18.54;23.69;3.36;12.22;;22.9;;;34.21
43;RS;1992;31.07;;;;5.2;2.15;57.0;17.01;21.66;3.43;11.21;;20.5;;;31.03
43;RS;1993;22.77;;;;3.93;1.05;41.9;12.56;14.87;2.37;7.33;;13.8;;;23.08
43;RS;1994;25.67;;;;4.44;1.45;47.2;14.08;16.98;2.87;8.34;;15.4;;;25.65
43;RS;1995;26.34;;;;5.02;1.82;47.9;15.02;19.48;3.1;10.16;;18.7;;;27.33
43;RS;1996;28.33;;;;6.975;2.26;50.01;15.38;20.16;3.92;10.35;;18.7;;;27.33
43;RS;1997;34.13;;;;6.01;2.37;65.44;16.88;23.45;3.83;11.75;;21.4;;;37.47
43;RS;1998;29.28;;;;6.16;1.99;52.18;15.45;21.83;3.61;10.72;;19.7;;;27.77
43;RS;1999;30.79;;;;5.421;1.77;55.74;15.37;23.57;3.22;10.88;;20.2;;;27.7
43;RS;2000;30.59;3.88;44.98;3.05;4.1;1.72;56.47;16.55;25.32;3.31;12.4;24.23;28.91;27.45;14.75;29.5
43;RS;2001;33.33;2.96;52.61;3.19;5.6;1.91;60.38;17.98;27.23;3.37;13.03;27.72;32.8;30.07;16.02;32.81
43;RS;2002;35.8;5.48;48.39;3.35;5.79;1.99;65.04;18.37;28.44;3.68;13.19;26.51;34.78;31.02;16.72;33.3
43;RS;2003;34.77;3.75;56.94;3.09;4.61;1.76;64.12;18.15;28.17;3.27;12.99;29.67;27.9;30.51;16.3;33.36
43;RS;2004;37.69;4.66;62.23;3.34;6.02;1.95;68.49;18.67;31.05;3.58;13.35;33.89;29.31;30.6;16.44;34.18
43;RS;2005;38.17;3.05;57.53;3.82;5.77;2.08;69.66;18.64;30.86;3.82;13.58;29.32;31.31;31.33;17.07;34.42
43;RS;2006;36.05;3.69;43.75;2.66;4.18;1.51;66.99;18.09;28.95;2.95;13.0;23.59;29.69;33.37;17.28;34.37
43;RS;2007;41.72;3.68;53.15;3.32;6.03;1.81;76.35;19.85;34.45;3.49;15.7;28.2;30.95;35.27;18.65;37.58
43;RS;2008;43.95;3.73;52.05;3.83;6.18;2.13;80.58;21.92;37.06;3.95;16.59;27.7;32.48;38.32;20.32;40.32
43;RS;2009;39.67;4.25;49.35;3.84;7.53;2.26;70.82;20.54;31.49;4.04;15.07;26.58;38.7;35.65;19.1;37.44
43;RS;2010;36.2;4.54;48.28;3.77;6.88;2.13;64.6;19.5;28.98;4.06;13.99;26.26;34.34;32.17;17.32;34.29
43;RS;2011;37.7;2.54;52.09;3.62;6.93;2.03;67.51;19.35;30.7;3.59;14.26;27.21;25.99;31.76;16.99;34.38
43;RS;2012;42.91;4.39;51.86;4.14;8.2;2.39;76.52;22.12;34.28;4.37;16.13;28.5;35.77;36.51;19.56;39.11
43;RS;2013;40.66;3.82;52.66;3.52;6.36;1.97;73.87;20.8;34.06;3.7;15.35;28.13;26.41;35.73;18.97;38.46
43;RS;2014;50.43;5.44;61.58;4.02;5.89;2.26;93.55;24.31;41.28;4.38;18.34;33.4;37.25;41.8;22.07;44.98
43;RS;2015;53.57;5.99;65.52;4.52;7.83;2.76;97.82;26.17;45.79;4.95;20.29;35.87;44.55;45.21;23.88;48.19
43;RS;2016;62.34;4.88;68.49;5.2;9.54;3.3;113.39;28.57;52.42;5.34;22.21;36.83;60.04;48.95;26.17;52.61
43;RS;2017;63.97;5.33;68.77;5.01;9.055;3.25;117.04;29.29;54.84;5.22;22.88;36.74;43.27;51.43;27.08;54.27
43;RS;2018;50.76;4.67;50.86;4.29;8.55;2.53;91.88;23.82;43.01;4.4;18.31;28.36;50.72;41.95;22.23;43.83
43;RS;2019;39.49;4.51;39.06;3.78;7.6;2.26;70.82;19.2;32.63;4.04;14.08;22.02;40.03;33.3;18.0;34.85
43;RS;2020;37.48;4.69;41.62;3.46;5.95;2.08;68.12;18.33;30.88;3.64;13.52;23.97;39.44;30.28;16.7;33.75
43;RS;2021;32.35;4.16;37.89;3.82;5.79;2.0;58.1;16.47;26.81;3.9;12.02;21.06;22.58;27.03;15.14;29.68
42;SC;1980;;;;;1.961;;18.1;6.64;;1.28;3.28;;;;;
42;SC;1981;;;;;1.76;;17.88;7.33;;1.31;2.84;;;;;
42;SC;1982;;;;;2.426;;14.19;7.03;;1.6;2.27;;;;;
42;SC;1983;;;;;3.924;;17.2;8.19;;2.39;3.13;;;;;
42;SC;1984;;;;;2.02;;16.95;7.45;;1.73;3.03;;;;;
42;SC;1985;;;;;2.65;;16.88;6.5;;1.74;2.86;;;;;
42;SC;1986;;;;;0.816;;16.17;5.81;;0.73;2.54;;;;;
42;SC;1987;;;;;2.414;;18.7;7.53;;1.91;3.59;;;;;
42;SC;1988;;;;;2.698;;18.1;7.64;;2.15;3.61;;;;;
42;SC;1989;13.11;;;;2.35;0.68;23.8;8.09;6.4;1.79;3.59;;6.47;;;14.4
42;SC;1990;12.18;;;;2.78;0.76;21.5;8.71;5.94;2.07;3.75;;6.72;;;15.28
42;SC;1991;11.17;;;;2.44;0.75;19.9;7.82;6.23;1.68;3.63;;6.5;;;13.93
42;SC;1992;12.09;;;;1.86;0.43;22.2;7.84;5.7;2.18;3.28;;6.11;;;13.49
42;SC;1993;11.68;;;;1.92;0.51;21.4;7.9;5.95;1.45;3.73;;6.92;;;14.32
42;SC;1994;10.86;;;;2.76;0.37;18.9;7.26;5.14;1.89;3.23;;6.07;;;12.6
42;SC;1995;12.49;;;;2.86;0.87;22.1;8.68;6.71;1.99;4.51;;8.13;;;15.35
42;SC;1996;14.01;;;;4.49;1.06;22.79;8.45;8.08;2.75;4.37;;7.66;;;14.14
42;SC;1997;14.21;;;;2.74;0.8;26.13;8.53;7.13;2.06;4.54;;8.26;;;18.86
42;SC;1998;13.51;;;;4.21;1.07;23.21;8.23;6.88;2.75;3.94;;6.79;;;13.8
42;SC;1999;10.56;;;;2.73;0.74;18.38;7.55;5.5;1.96;3.51;;6.27;;;12.78
42;SC;2000;11.61;4.93;23.8;1.58;2.48;0.94;20.4;8.38;6.68;1.93;4.29;14.74;16.09;11.43;6.53;13.87
42;SC;2001;14.23;3.92;32.49;1.57;3.39;0.89;24.67;8.75;8.84;2.14;4.94;18.56;15.95;12.22;6.91;14.99
42;SC;2002;17.23;3.43;29.27;2.36;4.28;1.26;29.7;10.58;10.62;2.63;5.73;16.2;20.57;15.52;8.9;18.06
42;SC;2003;20.21;3.12;34.83;1.96;3.95;1.04;35.85;11.95;14.21;2.42;7.38;19.3;18.49;17.14;9.46;20.93
42;SC;2004;17.88;2.69;34.24;2.34;2.99;1.09;32.18;11.22;12.85;2.69;6.53;18.74;15.28;16.29;9.24;19.21
42;SC;2005;20.18;1.97;29.14;1.98;3.46;1.11;36.22;10.79;14.48;2.28;6.68;15.51;16.5;16.33;8.97;19.09
42;SC;2006;19.81;4.81;22.47;2.55;3.91;1.12;35.04;11.18;13.95;3.04;6.48;14.13;18.58;16.9;9.53;19.14
42;SC;2007;19.94;1.79;24.28;2.2;4.23;0.68;34.73;10.45;14.16;2.28;6.43;13.48;11.11;16.9;9.47;18.39
42;SC;2008;24.33;2.4;28.52;2.64;3.93;1.38;43.69;13.25;18.1;2.76;8.34;15.81;26.2;22.31;12.28;23.14
42;SC;2009;25.38;2.24;25.96;2.94;4.61;1.24;45.18;13.4;18.45;2.95;8.35;14.97;19.48;22.37;12.51;23.14
42;SC;2010;22.23;4.16;27.35;3.31;5.04;1.31;38.59;13.17;14.92;3.44;7.73;16.59;15.07;21.08;12.07;22.36
42;SC;2011;22.56;1.37;29.17;2.36;4.05;1.02;40.15;12.84;15.83;2.28;7.65;16.27;13.92;21.83;11.93;22.8
42;SC;2012;23.46;4.25;34.52;2.92;4.62;1.12;41.36;12.86;16.37;3.16;7.69;19.88;18.83;20.11;11.29;21.86
42;SC;2013;21.2;3.24;20.48;2.8;5.07;1.08;36.5;11.89;13.39;3.06;6.66;12.52;12.17;20.86;11.59;20.62
42;SC;2014;23.06;4.84;31.81;2.93;4.83;1.15;40.34;13.45;14.57;3.28;7.42;19.44;106.36;22.05;12.35;23.54
42;SC;2015;25.35;4.02;41.35;2.57;4.13;0.99;45.46;14.03;17.67;2.83;8.36;23.26;15.67;23.08;12.49;25.15
42;SC;2016;27.24;5.14;38.81;2.69;4.48;1.44;48.8;14.24;19.73;3.08;8.84;22.36;22.38;22.88;12.6;25.31
42;SC;2017;30.25;3.97;41.09;2.9;5.548;0.99;53.62;15.23;20.66;3.1;9.32;22.88;100.04;24.67;13.55;27.26
42;SC;2018;22.59;2.48;22.53;2.53;4.93;0.9;39.82;11.91;14.31;2.55;6.28;12.6;19.9;21.44;11.71;21.12
42;SC;2019;19.49;3.88;23.2;2.88;5.8;1.27;32.75;10.71;11.7;3.16;5.32;13.77;26.19;17.47;9.93;18.14
42;SC;2020;19.46;3.06;26.73;2.19;3.89;0.84;34.47;10.09;11.7;2.35;5.12;15.3;15.29;15.91;8.94;17.95
42;SC;2021;18.33;1.69;23.94;2.63;3.22;0.89;32.87;9.7;19.62;2.48;5.11;13.0;9.39;15.0;8.82;17.03
28;SE;1980;;;;;3.85;;17.96;7.19;;2.06;2.63;;;;;
28;SE;1981;;;;;1.865;;21.32;8.57;;1.34;3.08;;;;;
28;SE;1982;;;;;3.59;;22.37;10.08;;2.28;2.83;;;;;
28;SE;1983;;;;;2.884;;20.9;8.59;;2.86;3.4;;;;;
28;SE;1984;;;;;1.11;;9.46;4.89;;1.08;1.82;;;;;
28;SE;1985;;;;;2.69;;12.54;5.0;;1.81;2.53;;;;;
28;SE;1986;;;;;2.605;;12.11;5.78;;1.18;2.48;;;;;
28;SE;1987;;;;;0.505;;12.2;4.98;;1.0;1.61;;;;;
28;SE;1988;;;;;0.981;;12.9;4.87;;0.7;2.22;;;;;
28;SE;1989;15.63;;;;2.38;0.69;29.5;9.74;23.01;2.06;4.97;;9.44;;;17.7
28;SE;1990;20.91;;;;3.71;0.81;38.9;10.36;31.72;1.75;5.15;;9.67;;;19.34
28;SE;1991;30.19;;;;5.86;1.05;55.7;21.25;26.76;2.76;12.0;;22.9;;;39.29
28;SE;1992;47.94;;;;3.98;0.9;92.0;30.41;23.57;3.62;20.58;;39.7;;;56.59
28;SE;1993;35.21;;;;3.46;1.26;68.5;20.11;28.19;3.16;10.63;;20.4;;;37.65
28;SE;1994;39.39;;;;5.96;2.61;74.4;21.79;32.78;3.97;13.49;;24.5;;;39.72
28;SE;1995;26.54;;;;4.6;1.22;49.5;15.89;39.69;3.3;8.22;;15.3;;;28.88
28;SE;1996;25.54;;;;5.46;1.69;45.84;14.65;37.85;3.62;9.36;;17.2;;;26.5
28;SE;1997;24.77;;;;4.06;0.95;47.03;11.47;40.34;2.13;7.06;;13.4;;;26.69
28;SE;1998;17.4;;;;1.17;0.7;34.48;10.39;43.52;1.51;6.23;;12.0;;;19.64
28;SE;1999;32.34;;;;6.851;2.4;58.02;19.21;48.31;4.58;12.61;;23.1;;;33.34
28;SE;2000;40.44;2.2;24.81;2.1;3.71;1.93;77.05;23.55;29.12;3.97;16.03;13.59;35.8;31.01;15.3;41.32
28;SE;2001;54.21;2.2;36.85;2.25;2.55;2.0;105.68;28.5;41.48;3.27;20.14;19.72;12.32;36.59;17.73;53.02
28;SE;2002;57.72;3.16;53.19;2.41;5.73;1.45;109.47;30.12;44.14;3.84;21.78;27.9;22.76;26.75;13.12;55.58
28;SE;2003;45.55;2.31;39.99;2.58;4.23;1.84;86.65;25.02;35.17;3.47;18.08;20.65;32.67;19.5;10.57;45.85
28;SE;2004;40.58;2.34;37.98;1.72;4.87;1.41;76.09;23.86;28.96;2.91;15.56;20.61;24.48;13.7;7.41;44.02
28;SE;2005;42.67;3.28;46.2;1.18;3.78;1.19;81.36;24.75;31.7;2.77;16.16;25.23;16.91;23.66;11.61;46.97
28;SE;2006;56.66;3.34;54.01;2.49;6.12;1.46;106.99;29.24;41.22;3.9;20.14;29.69;25.33;25.28;12.86;55.0
28;SE;2007;49.46;2.97;51.97;2.51;4.04;1.83;94.75;25.67;35.5;3.27;17.94;26.89;31.95;20.62;11.06;48.6
28;SE;2008;52.3;3.06;56.3;2.01;5.02;1.04;99.54;27.76;39.27;2.85;18.41;29.59;18.47;19.82;10.07;51.63
28;SE;2009;53.88;2.95;62.38;2.42;4.32;1.5;103.49;32.33;40.57;3.37;22.33;33.05;23.17;21.57;11.0;59.94
28;SE;2010;58.18;4.83;71.77;1.73;6.29;1.66;110.25;32.69;43.76;3.97;21.86;38.26;22.55;17.49;9.01;60.78
28;SE;2011;61.39;6.41;81.98;2.79;9.24;2.74;113.85;34.98;48.32;5.48;25.03;43.64;45.67;16.7;9.43;63.72
28;SE;2012;78.41;6.38;94.42;2.94;7.58;2.71;149.83;41.64;63.69;5.6;30.7;49.81;41.89;25.07;13.11;76.76
28;SE;2013;86.03;5.99;103.58;2.55;8.56;2.68;164.32;43.95;71.14;5.0;33.34;53.94;42.45;29.72;14.75;84.43
28;SE;2014;103.02;7.86;113.52;3.01;8.87;4.42;198.35;49.42;91.28;6.54;40.46;60.1;62.03;31.3;15.98;94.19
28;SE;2015;118.18;7.72;139.6;1.86;7.54;4.64;230.45;58.09;105.14;6.12;49.4;70.43;96.22;29.89;15.12;112.45
28;SE;2016;142.74;5.97;156.75;1.84;7.17;3.38;280.62;64.66;129.6;5.2;55.57;78.95;63.09;30.19;15.21;126.87
28;SE;2017;125.5;6.86;136.15;4.56;12.644;4.89;240.51;57.38;112.9;6.61;48.33;68.8;88.44;28.54;15.88;110.7
28;SE;2018;108.17;3.58;120.67;2.41;3.57;2.12;215.29;49.73;98.38;3.4;42.09;59.43;35.46;22.55;11.69;97.06
28;SE;2019;90.54;5.26;102.42;1.2;6.54;2.36;176.85;42.33;77.68;4.46;33.54;51.51;44.08;15.31;8.04;81.02
28;SE;2020;94.38;3.83;98.29;2.59;6.02;2.16;183.3;42.3;85.81;3.58;35.4;49.56;40.9;20.41;11.2;83.81
28;SE;2021;70.68;3.61;80.77;1.08;4.41;1.73;140.97;33.78;30.79;3.05;28.3;40.85;56.83;17.83;8.99;66.58
35;SP;1980;;;;;4.465;;43.52;13.76;;2.78;2.79;;;;;
35;SP;1981;;;;;4.535;;55.56;16.42;;3.07;3.75;;;;;
35;SP;1982;;;;;4.494;;52.56;15.99;;3.03;3.53;;;;;
35;SP;1983;;;;;6.355;;72.9;21.87;;3.94;4.92;;;;;
35;SP;1984;;;;;6.76;;93.51;25.84;;4.15;6.8;;;;;
35;SP;1985;;;;;6.79;;94.64;25.08;;3.85;7.17;;;;;
35;SP;1986;;;;;6.644;;97.99;25.14;;3.76;7.43;;;;;
35;SP;1987;;;;;6.792;;103.7;27.18;;4.0;8.14;;;;;
35;SP;1988;;;;;6.471;;95.2;25.14;;3.88;8.18;;;;;
35;SP;1989;63.96;;;;7.75;1.0;120.6;30.21;21.09;4.37;9.29;;17.7;;;56.5
35;SP;1990;64.59;;;;7.75;1.18;122.0;30.71;21.31;4.34;9.59;;18.1;;;57.64
35;SP;1991;63.32;;;;8.41;1.41;118.8;30.66;22.29;4.94;9.93;;18.6;;;56.97
35;SP;1992;58.87;;;;6.28;0.99;111.9;28.44;20.51;3.97;9.22;;17.6;;;53.53
35;SP;1993;56.58;;;;7.06;1.4;106.6;28.21;25.15;4.39;11.26;;21.3;;;52.56
35;SP;1994;63.59;;;;7.89;1.54;119.9;30.06;28.44;4.69;12.43;;23.5;;;56.0
35;SP;1995;68.71;;;;9.61;2.15;128.4;34.29;32.78;5.63;15.31;;28.7;;;63.6
35;SP;1996;74.35;;;;9.462;1.98;138.59;36.11;33.2;5.54;15.72;;29.8;;;67.77
35;SP;1997;79.1;;;;10.84;2.29;153.22;36.08;33.63;5.83;15.47;;29.0;;;81.61
35;SP;1998;82.42;;;;10.66;2.13;154.07;39.64;38.77;5.78;17.86;;34.0;;;74.54
35;SP;1999;88.72;;;;10.452;2.47;166.31;44.01;48.86;6.18;22.38;;42.8;;;81.17
35;SP;2000;87.24;7.92;128.79;5.1;10.34;3.11;162.99;42.89;57.69;5.98;26.52;67.8;58.65;58.45;31.2;77.23
35;SP;2001;85.99;7.71;128.04;4.71;10.13;3.17;160.86;41.92;61.62;5.64;28.24;66.93;46.49;58.45;31.01;77.45
35;SP;2002;80.0;7.08;111.15;4.54;9.96;2.77;149.22;38.05;56.14;5.32;24.66;58.86;41.55;53.75;28.61;70.24
35;SP;2003;77.17;7.37;107.65;4.21;9.7;2.69;143.89;36.29;56.68;5.14;24.72;57.25;46.53;52.38;27.58;67.05
35;SP;2004;59.36;5.33;84.51;3.75;7.42;2.26;110.73;28.89;43.67;4.25;19.11;44.57;35.29;41.69;22.12;53.32
35;SP;2005;43.33;4.37;60.42;3.47;6.28;1.79;79.97;21.93;31.36;3.78;14.33;31.92;27.41;32.56;17.67;40.72
35;SP;2006;39.28;4.07;54.0;3.53;6.38;1.86;71.79;20.4;30.12;3.8;14.03;28.71;31.73;30.23;16.56;37.74
35;SP;2007;28.73;2.98;40.07;2.64;4.93;1.39;52.22;15.45;20.78;2.84;10.42;21.29;22.72;23.4;12.73;28.73
35;SP;2008;27.05;2.96;34.54;3.06;4.48;1.38;49.27;15.44;18.6;3.14;9.49;18.58;30.43;23.76;13.07;27.59
35;SP;2009;27.03;3.41;35.27;2.8;4.6;1.1;49.06;15.84;18.15;3.08;9.31;19.39;17.4;24.3;13.28;28.39
35;SP;2010;24.63;3.23;32.09;2.86;5.24;1.07;43.6;14.64;16.53;3.13;8.41;17.67;11.4;20.92;11.62;25.6
35;SP;2011;23.18;2.53;32.44;2.55;3.77;0.88;42.14;14.05;15.21;2.65;7.84;17.49;114.24;20.19;11.08;24.89
35;SP;2012;26.73;3.46;36.07;2.48;4.11;0.93;48.75;15.67;18.19;2.89;9.18;19.61;102.21;23.02;12.32;27.78
35;SP;2013;23.84;2.89;33.11;2.62;4.06;0.78;43.04;13.82;15.83;2.78;7.88;17.94;109.06;20.91;11.22;25.13
35;SP;2014;25.81;3.05;35.19;2.39;3.99;0.88;46.93;14.05;17.42;2.72;8.04;19.06;38.0;20.73;11.0;25.65
35;SP;2015;21.95;2.56;29.81;2.3;3.24;0.77;40.02;12.22;14.64;2.46;6.98;16.22;13.35;17.69;9.61;22.23
35;SP;2016;19.02;2.4;24.95;2.02;3.02;0.68;34.45;10.88;12.58;2.21;6.08;13.53;110.24;16.98;9.12;19.78
35;SP;2017;18.48;1.9;23.63;2.17;3.027;0.7;33.35;10.27;11.66;2.14;5.58;12.62;10.6;15.94;8.65;18.62
35;SP;2018;13.84;1.92;18.06;1.83;2.75;0.5;24.56;8.18;9.09;1.95;4.41;9.79;11.56;12.57;6.9;14.61
35;SP;2019;12.51;1.58;16.81;1.71;2.39;0.5;22.24;7.32;8.12;1.72;3.79;9.09;14.55;10.73;5.94;13.11
35;SP;2020;12.47;1.58;16.7;1.69;2.55;0.45;22.11;7.33;8.14;1.67;3.85;9.05;13.05;10.83;6.06;13.28
35;SP;2021;10.54;1.39;14.85;1.42;1.67;0.38;19.29;6.63;35.68;1.43;3.53;8.064;6.83;9.98;5.49;12.0
17;TO;1980;;;;;0.0;;0.0;0.0;;0.0;0.0;;;;;
17;TO;1981;;;;;0.0;;0.0;0.0;;0.0;0.0;;;;;
17;TO;1982;;;;;0.0;;0.0;0.0;;0.0;0.0;;;;;
17;TO;1983;;;;;0.0;;0.0;0.0;;0.0;0.0;;;;;
17;TO;1984;;;;;0.0;;0.0;0.0;;0.0;0.0;;;;;
17;TO;1985;;;;;0.0;;0.0;0.0;;0.0;0.0;;;;;
17;TO;1986;;;;;0.0;;0.0;0.0;;0.0;0.0;;;;;
17;TO;1987;;;;;0.0;;0.0;0.0;;0.0;0.0;;;;;
17;TO;1988;;;;;0.0;;0.0;0.0;;0.0;0.0;;;;;
17;TO;1989;9.05;;;;5.85;1.38;12.2;7.11;5.35;3.23;4.06;;6.61;;;10.8
17;TO;1990;8.86;;;;2.45;0.9;15.1;5.99;4.03;1.59;2.77;;4.54;;;10.18
17;TO;1991;12.98;;;;2.4;0.66;23.2;10.0;6.69;2.0;5.0;;9.13;;;17.63
17;TO;1992;8.59;;;;1.52;0.65;15.4;7.1;5.23;1.09;4.24;;7.64;;;12.4
17;TO;1993;13.74;;;;5.29;0.63;21.9;9.59;4.46;2.54;2.78;;4.82;;;16.29
17;TO;1994;18.18;;;;5.91;1.03;30.1;11.0;4.36;2.69;3.03;;4.92;;;18.71
17;TO;1995;13.95;;;;2.91;0.61;24.6;7.65;5.37;1.02;3.48;;6.2;;;13.95
17;TO;1996;18.57;;;;3.503;1.17;33.63;12.02;7.53;4.11;4.67;;8.0;;;20.39
17;TO;1997;17.05;;;;4.9;0.75;30.13;10.36;8.25;3.6;4.63;;8.31;;;21.57
17;TO;1998;16.54;;;;6.56;2.4;26.31;11.64;9.27;3.51;7.04;;11.4;;;19.48
17;TO;1999;20.72;;;;6.841;1.08;34.04;12.07;11.44;2.89;6.17;;11.0;;;20.57
17;TO;2000;24.7;2.44;22.64;3.18;2.96;1.38;45.24;15.15;16.37;2.75;8.35;13.08;24.63;35.71;18.84;26.14
17;TO;2001;24.89;3.3;26.79;5.68;5.75;1.86;43.02;17.89;16.78;3.88;11.06;15.66;26.4;39.75;22.31;30.27
17;TO;2002;22.38;3.58;22.57;2.7;5.05;1.16;38.83;14.08;11.74;3.31;6.88;13.5;19.45;26.71;14.64;23.56
17;TO;2003;23.22;3.77;29.15;3.15;3.83;0.81;41.66;16.58;12.55;3.57;7.97;17.07;10.7;24.64;13.6;28.06
17;TO;2004;25.91;3.04;26.95;2.43;4.29;0.96;46.5;15.8;12.3;2.87;7.92;15.52;14.8;29.79;15.53;27.26
17;TO;2005;22.64;3.27;26.05;3.55;4.21;0.94;40.21;14.55;10.03;3.28;5.97;15.3;15.07;21.51;12.37;25.15
17;TO;2006;30.66;3.64;33.42;2.48;4.15;0.92;55.99;17.19;12.67;3.38;6.38;18.81;14.47;21.78;11.97;30.3
17;TO;2007;23.52;5.27;32.18;1.14;5.63;1.21;40.62;16.63;8.26;4.23;7.08;19.06;19.01;17.32;9.07;28.25
17;TO;2008;30.21;3.36;32.76;2.5;5.57;1.49;53.79;18.51;13.62;3.12;7.65;18.55;31.03;23.17;12.82;30.66
17;TO;2009;33.15;4.59;37.83;4.65;7.52;1.75;57.71;22.37;15.71;4.53;9.91;22.01;30.43;28.59;16.36;36.11
17;TO;2010;43.43;6.01;45.74;1.59;8.96;1.29;76.54;23.64;16.59;4.89;9.47;26.79;13.85;21.99;11.35;40.45
17;TO;2011;38.87;7.23;46.38;5.36;11.39;1.84;65.33;25.77;18.95;6.95;11.28;27.68;19.99;28.15;16.06;42.39
17;TO;2012;44.09;7.29;47.4;5.24;8.38;2.52;78.57;26.73;23.5;6.86;12.56;27.57;41.63;30.28;17.52;44.42
17;TO;2013;36.04;5.27;39.97;4.44;11.3;1.66;60.0;23.61;15.72;5.52;9.88;23.07;21.92;39.74;21.71;40.84
17;TO;2014;45.4;5.0;46.08;3.67;6.86;1.77;82.41;25.45;24.39;4.77;11.76;25.58;27.5;39.07;21.7;44.97
17;TO;2015;58.59;6.59;57.8;4.61;7.81;1.75;108.18;33.2;36.65;6.46;18.22;32.5;29.01;58.65;30.27;59.04
17;TO;2016;67.43;5.09;71.43;5.66;8.73;1.86;124.94;37.64;43.68;5.98;20.35;38.49;36.37;54.68;28.89;68.46
17;TO;2017;72.38;5.3;68.66;3.54;10.123;2.36;133.52;35.93;46.58;4.99;20.51;37.73;36.8;52.72;27.12;65.85
17;TO;2018;70.4;6.14;70.67;5.29;9.69;2.46;131.21;36.65;45.43;6.1;20.64;39.01;48.42;45.67;25.9;65.59
17;TO;2019;53.07;5.27;54.95;1.7;7.31;2.05;99.33;28.99;35.54;4.61;15.89;30.25;36.16;44.82;22.37;52.48
17;TO;2020;58.75;4.6;59.44;3.62;7.25;2.02;109.0;30.43;39.16;4.43;17.48;31.86;37.91;43.87;23.39;55.96
17;TO;2021;54.95;3.52;51.94;7.89;6.34;1.75;102.12;27.43;14.29;4.88;15.74;28.04;29.56;34.92;21.34;49.6
